    46/199     20.4G   0.04494    0.3257  0.003179    0.3738      1100       416    0.6296    0.8761    0.8029    0.3173   0.04757    0.4637   0.00352
    47/199     20.4G    0.0443    0.3229  0.003143    0.3704      1079       416    0.6612    0.8775    0.8245    0.3037   0.05004    0.4586  0.003497
    48/199     20.4G   0.04429    0.3253  0.003075    0.3726       790       416    0.6497    0.8984    0.8525    0.3633   0.04585    0.4301  0.003428
    49/199     20.4G   0.04377    0.3205  0.003012    0.3673      1207       416    0.6438     0.894     0.841    0.3445    0.0476    0.4492  0.003454
    50/199     20.4G   0.04373    0.3238  0.003069    0.3706      1157       416    0.6389    0.8641    0.7831    0.3275   0.04671    0.4536  0.003412
    51/199     20.4G   0.04381    0.3207  0.003082    0.3676      1079       416    0.6428    0.8559    0.7761    0.2949   0.04955    0.4754  0.003674
    52/199     20.4G    0.0435    0.3194  0.003059    0.3659      1182       416    0.6349    0.9154     0.882    0.4126   0.04445    0.4232  0.003166
    53/199     20.4G   0.04331    0.3185  0.003023    0.3649      1008       416    0.6846    0.8825    0.8283    0.3166   0.04986    0.4622  0.003559
    54/199     20.4G   0.04307    0.3178  0.002946    0.3638      1258       416    0.5915     0.777     0.645    0.2219   0.05396    0.5254  0.003926
    55/199     20.4G   0.04293    0.3169  0.002994    0.3628       952       416     0.675    0.9129    0.8943    0.3872   0.04646    0.4304  0.003264
    56/199     20.4G   0.04235    0.3118  0.002925    0.3571      1232       416    0.6742    0.9086    0.8777      0.39   0.04591    0.4328  0.003291
    57/199     20.4G   0.04262    0.3165  0.002983    0.3621      1159       416    0.6516    0.8663    0.7987    0.3468    0.0464    0.4574  0.003417
    58/199     20.4G   0.04248     0.314  0.002967    0.3595       986       416    0.6638    0.8967     0.856     0.366   0.04612    0.4389  0.003203
    59/199     20.4G   0.04196     0.309  0.002899    0.3539      1218       416    0.6741    0.8809    0.8224    0.3236   0.04799    0.4567  0.003382
    60/199     20.4G   0.04187    0.3103  0.002876    0.3551       964       416    0.6807    0.8919    0.8383    0.3799   0.04458    0.4434  0.003234
    61/199     20.4G   0.04171    0.3092  0.002752    0.3537      1175       416    0.6661    0.8954    0.8452    0.3635   0.04664    0.4497  0.003265
    62/199     20.4G   0.04158    0.3115  0.002862     0.356      1024       416    0.6729     0.876    0.8136    0.3354   0.04771     0.459  0.003474
    63/199     20.4G   0.04154    0.3086   0.00287     0.353      1164       416    0.6748    0.8811     0.819    0.3402   0.04775    0.4584  0.003481
    64/199     20.4G   0.04155    0.3077  0.002823     0.352       980       416    0.6939    0.9081     0.884    0.3743   0.04668    0.4428  0.003222
    65/199     20.4G   0.04106    0.3065  0.002778    0.3504      1146       416    0.6584    0.8751     0.817    0.3466   0.04714    0.4649  0.003521
    66/199     20.4G   0.04098    0.3075  0.002804    0.3513       972       416    0.6661    0.8766     0.824     0.349   0.04764    0.4608  0.003478
    67/199     20.4G   0.04101    0.3037  0.002809    0.3475      1011       416    0.6815    0.8807    0.8325    0.3583   0.04685    0.4591  0.003452
    68/199     20.4G    0.0408    0.3048  0.002789    0.3484      1106       416    0.6936    0.9069    0.8677    0.3802   0.04499    0.4432  0.003314
    69/199     20.4G   0.04046    0.3056   0.00277    0.3489      1179       416    0.6599    0.8353    0.7408    0.2799   0.05097    0.4984  0.003748
    70/199     20.4G   0.04048    0.3046  0.002771    0.3479      1138       416     0.662     0.829    0.7332    0.2613   0.05322    0.5088  0.003962
    71/199     20.4G   0.04023    0.3022  0.002698    0.3451       929       416    0.6869    0.8845    0.8537    0.3574   0.04772    0.4601  0.003498
    72/199     20.4G   0.03983    0.2997  0.002667    0.3421      1031       416    0.6818    0.8877    0.8513    0.3683   0.04701    0.4628  0.003409
    73/199     20.4G   0.03977    0.3021  0.002698    0.3445      1162       416    0.6694    0.8574    0.7779    0.3086   0.04975    0.4869  0.003714
    74/199     20.4G   0.03955    0.2977  0.002665    0.3399      1141       416    0.6769    0.8538    0.7839    0.3054   0.05035    0.4938  0.003688
    75/199     20.4G   0.03973    0.3002  0.002678    0.3426      1159       416    0.6838     0.882    0.8298      0.34   0.04794    0.4696  0.003499
    76/199     20.4G   0.03937    0.2985  0.002651    0.3405      1090       416    0.7048    0.8656    0.8011    0.3181   0.04994    0.4868  0.003637
    77/199     20.4G   0.03906    0.2916  0.002625    0.3333      1047       416    0.6824     0.848    0.7756    0.2997   0.05068    0.5001  0.003712
    78/199     20.4G   0.03897    0.2945  0.002605    0.3361      1207       416    0.6903    0.8843    0.8419     0.342   0.04846    0.4646  0.003461
    79/199     20.4G   0.03898    0.2923   0.00265     0.334      1097       416     0.682    0.8555    0.7841    0.3298   0.04822    0.4909  0.003626
    80/199     20.4G   0.03906    0.2941  0.002678    0.3358      1051       416    0.6515      0.82    0.7214    0.2682   0.05179    0.5201  0.003845
    81/199     20.4G   0.03876    0.2928  0.002635    0.3342      1164       416    0.6912    0.8651      0.81    0.3165   0.05009     0.483  0.003571
    82/199     20.4G   0.03856    0.2914  0.002611    0.3326      1152       416    0.6806    0.8772    0.8257    0.3518     0.047    0.4789  0.003487
    83/199     20.4G   0.03834     0.287  0.002558    0.3279      1138       416    0.6856    0.8576     0.791    0.3185   0.04993    0.4962  0.003711
    84/199     20.4G   0.03794    0.2878  0.002541    0.3283      1061       416    0.6944      0.88    0.8254    0.3524   0.04705    0.4754  0.003455
    85/199     20.4G   0.03826    0.2911  0.002597     0.332      1099       416    0.6712    0.8162    0.7311    0.2586   0.05449    0.5262  0.003975
    86/199     20.4G   0.03803    0.2913  0.002552    0.3319      1119       416    0.6964    0.8565    0.7874    0.3223   0.04965    0.5039  0.003707
    87/199     20.4G   0.03789    0.2868  0.002474    0.3271      1086       416    0.6938    0.8671    0.8105    0.3247   0.04951    0.4928  0.003686
    88/199     20.4G    0.0379    0.2867  0.002578    0.3271      1066       416    0.6673     0.839    0.7519    0.2868   0.05177    0.5161  0.003883
    89/199     20.4G   0.03764    0.2892  0.002506    0.3293      1041       416    0.6914    0.8594    0.7936    0.3105    0.0506    0.5043  0.003757
    90/199     20.4G   0.03753    0.2867  0.002508    0.3267      1123       416    0.6826    0.8467    0.7801    0.3055   0.05119    0.5122  0.003766
    91/199     20.4G   0.03758    0.2838  0.002579    0.3239      1031       416    0.6814    0.8469    0.7684    0.3062   0.05028    0.5132  0.003752
    92/199     20.4G   0.03714    0.2844  0.002498     0.324      1022       416    0.6829     0.846    0.7802    0.3105   0.05011    0.5046  0.003667
    93/199     20.4G   0.03695    0.2826  0.002496    0.3221      1160       416    0.6828    0.8434    0.7684    0.2974   0.05168    0.5213  0.003794
    94/199     20.4G   0.03699    0.2825  0.002459    0.3219      1076       416     0.662    0.8249    0.7286    0.2683   0.05316    0.5324  0.003939
    95/199     20.4G   0.03637    0.2765  0.002387    0.3152       952       416     0.702     0.866    0.8182    0.3325   0.04961    0.5032  0.003732
    96/199     20.4G    0.0366    0.2781  0.002417    0.3171      1006       416     0.672    0.8266    0.7371    0.2788   0.05227    0.5362  0.003932
    97/199     20.4G   0.03631    0.2797  0.002386    0.3184      1245       416    0.6838    0.8337    0.7486    0.2866   0.05189    0.5326  0.003932
    98/199     20.4G    0.0364    0.2798   0.00242    0.3186      1032       416    0.6956    0.8593    0.7971    0.3235   0.04982    0.5109  0.003806
    99/199     20.4G    0.0361    0.2754  0.002354    0.3139      1152       416    0.6836    0.8498    0.7802    0.3052   0.05111    0.5316  0.003842
   100/199     20.4G   0.03576    0.2726  0.002375    0.3107      1102       416    0.6936    0.8508    0.7785    0.2973   0.05166    0.5346  0.003805
   101/199     20.4G   0.03587    0.2742  0.002391    0.3124      1106       416    0.6707    0.8044    0.7057    0.2567   0.05407    0.5509   0.00402
   102/199     20.4G   0.03578    0.2776  0.002449    0.3158      1191       416    0.6796    0.8478    0.7676    0.3051   0.04965    0.5254  0.003694
   103/199     20.4G   0.03566    0.2714  0.002374    0.3094      1064       416    0.6636    0.8108    0.7094    0.2702   0.05297    0.5473  0.003992
   104/199     20.4G   0.03557    0.2722  0.002332    0.3101      1060       416    0.6869    0.8404    0.7688     0.295   0.05182    0.5351  0.003884
   105/199     20.4G    0.0355    0.2734  0.002351    0.3113      1043       416    0.6904    0.8398    0.7573    0.2925   0.05209    0.5395  0.003848
   106/199     20.4G   0.03531    0.2714  0.002334     0.309      1083       416    0.6719    0.8155    0.7175    0.2675   0.05324    0.5479  0.003999
   107/199     20.4G   0.03505    0.2707  0.002271    0.3081      1098       416     0.679     0.836    0.7557    0.2957     0.051    0.5464  0.003894
   108/199     20.4G   0.03489    0.2707  0.002309    0.3079      1215       416    0.6919    0.8426    0.7678    0.2939   0.05164    0.5339  0.003815
   109/199     20.4G   0.03484    0.2685  0.002359    0.3057      1080       416    0.6908    0.8209    0.7297    0.2712   0.05331    0.5692  0.004131
   110/199     20.4G   0.03484    0.2692  0.002333    0.3064      1244       416    0.6854    0.8423    0.7593    0.3009   0.05071    0.5389  0.003885
   111/199     20.4G   0.03471    0.2693  0.002337    0.3064       911       416    0.6793    0.8137    0.7189    0.2643   0.05417    0.5787  0.004186
   112/199     20.4G   0.03447    0.2669  0.002313    0.3037      1047       416    0.6947    0.8537    0.7871    0.3102   0.05065    0.5403  0.003892
   113/199     20.4G   0.03438    0.2655  0.002303    0.3022      1082       416    0.6824    0.8217    0.7275    0.2731   0.05304    0.5541   0.00401
   114/199     20.4G   0.03416    0.2695  0.002289    0.3059      1192       416    0.6988    0.8419    0.7708     0.304   0.05155    0.5534  0.003957
   115/199     20.4G   0.03417    0.2642   0.00229    0.3006       916       416    0.6906    0.8238    0.7408     0.271   0.05354    0.5533   0.00399
   116/199     20.4G   0.03384    0.2653  0.002325    0.3014      1074       416    0.6942    0.8352    0.7491    0.2865   0.05237    0.5697  0.004058
   117/199     20.4G   0.03405     0.265   0.00227    0.3013      1204       416    0.6943     0.833    0.7545    0.2899   0.05234    0.5557  0.004016
   118/199     20.4G   0.03408    0.2662  0.002279    0.3026      1181       416    0.6892     0.825    0.7446    0.2765   0.05303    0.5632  0.004031
   119/199     20.4G   0.03383    0.2657  0.002233    0.3017       988       416    0.6891    0.8201    0.7304    0.2645   0.05391    0.5644  0.004171
   120/199     20.4G   0.03358    0.2585  0.002242    0.2944      1194       416    0.6901    0.8219    0.7357    0.2711   0.05399    0.5736  0.004177
   121/199     20.4G    0.0335     0.263   0.00221    0.2987      1283       416    0.6933    0.8404    0.7634    0.2967   0.05196     0.556  0.003998
   122/199     20.4G   0.03331    0.2638  0.002178    0.2993      1132       416    0.6838    0.8249    0.7301    0.2753   0.05282    0.5749  0.004083
   123/199     20.4G   0.03343    0.2617  0.002238    0.2974      1269       416    0.6959    0.8316     0.755    0.2863   0.05264    0.5763  0.004176
   124/199     20.4G   0.03316    0.2579  0.002171    0.2932      1093       416    0.6866    0.8103    0.7123    0.2661   0.05428    0.5882  0.004316
   125/199     20.4G   0.03325    0.2617    0.0022    0.2971      1212       416    0.6921    0.8216     0.731    0.2723   0.05372    0.5724  0.004188
   126/199     20.4G   0.03321    0.2601  0.002178    0.2955      1132       416    0.6935    0.8326    0.7485    0.2899   0.05252    0.5785  0.004199
   127/199     20.4G   0.03277    0.2565  0.002146    0.2915      1109       416    0.6899    0.8171     0.726    0.2686   0.05417    0.5887  0.004267
   128/199     20.4G   0.03274    0.2561  0.002157     0.291      1076       416    0.7029    0.8488    0.7835    0.3062   0.05174    0.5675  0.004083
   129/199     20.4G   0.03282    0.2564  0.002155    0.2914      1185       416    0.6887    0.8233    0.7395    0.2781   0.05362    0.5874  0.004274
   130/199     20.4G    0.0324    0.2527  0.002071    0.2872       968       416    0.6865    0.8013    0.7019    0.2527   0.05548     0.594  0.004428
   131/199     20.4G   0.03233    0.2559  0.002108    0.2903      1106       416     0.686     0.815    0.7233    0.2716   0.05367    0.5927  0.004278
   132/199     20.4G   0.03221     0.255    0.0021    0.2894      1012       416    0.6769    0.8038    0.7019    0.2558   0.05529    0.6109  0.004437
   133/199     20.4G   0.03226    0.2553  0.002092    0.2897      1244       416    0.6969    0.8328    0.7499     0.286   0.05282    0.5818  0.004173
   134/199     20.4G   0.03238    0.2536  0.002185    0.2882      1258       416    0.6855    0.8059    0.6968    0.2521   0.05514    0.6046  0.004434
   135/199     20.4G   0.03228    0.2533  0.002168    0.2877      1041       416    0.6808    0.8097    0.7067    0.2577   0.05432    0.5968  0.004365
   136/199     20.4G   0.03211    0.2513  0.002192    0.2856      1297       416    0.6929    0.8233    0.7303    0.2769   0.05354    0.5964  0.004275
   137/199     20.4G     0.032    0.2526  0.002113    0.2867      1061       416    0.6952    0.8205    0.7284    0.2731   0.05456    0.6153  0.004387
   138/199     20.4G   0.03195    0.2523  0.002145    0.2864      1284       416     0.686    0.8143    0.7115    0.2638   0.05456    0.6105   0.00439
   139/199     20.4G   0.03209     0.253  0.002114    0.2872      1141       416    0.7027    0.8285    0.7383    0.2759   0.05373    0.6015  0.004375
   140/199     20.4G    0.0316    0.2497  0.002079    0.2834      1141       416    0.6825    0.8124    0.7128    0.2671   0.05443     0.607  0.004387
   141/199     20.4G   0.03145    0.2487  0.002083    0.2822       997       416    0.6902    0.8227    0.7378     0.277   0.05428    0.6013  0.004308
   142/199     20.4G   0.03123    0.2464  0.002042    0.2797      1173       416    0.6901    0.8202    0.7322    0.2798   0.05343    0.5963  0.004232
   143/199     20.4G   0.03129    0.2481  0.002027    0.2814      1215       416    0.6904    0.8209    0.7259    0.2739    0.0536    0.6079  0.004344
   144/199     20.4G   0.03151    0.2471  0.002058    0.2806      1014       416     0.677    0.7879     0.681    0.2417   0.05697     0.633  0.004698
   145/199     20.4G   0.03113    0.2479  0.002047    0.2811       895       416    0.6908    0.8199    0.7261    0.2734    0.0539     0.616  0.004437
   146/199     20.4G   0.03134    0.2463  0.002084    0.2797      1296       416    0.6992    0.8229    0.7259    0.2705   0.05446    0.6162   0.00447
   147/199     20.4G   0.03088    0.2431     0.002     0.276      1029       416    0.7038     0.833    0.7506    0.2922   0.05296    0.6099  0.004336
   148/199     20.4G   0.03069    0.2463  0.002053     0.279      1090       416      0.69    0.8095    0.7036    0.2536   0.05563    0.6234  0.004595
   149/199     20.4G    0.0311    0.2472  0.002015    0.2803      1287       416    0.6915    0.8147    0.7169    0.2616   0.05515    0.6191   0.00455
   150/199     20.4G   0.03082    0.2435  0.002043    0.2764      1225       416    0.6886    0.8045     0.697    0.2505   0.05594    0.6258  0.004626
   151/199     20.4G   0.03044    0.2424  0.001985    0.2748      1204       416    0.6953    0.8163    0.7131    0.2585   0.05554    0.6371  0.004642
   152/199     20.4G   0.03067    0.2431  0.001991    0.2757       877       416    0.7008    0.8263     0.736    0.2757   0.05431    0.6129  0.004398
   153/199     20.4G   0.03064    0.2425  0.002024    0.2752      1137       416    0.6981    0.8255    0.7321     0.278   0.05392    0.6184  0.004441
   154/199     20.4G   0.03041    0.2393  0.001977    0.2717      1136       416    0.6937    0.8109    0.7107    0.2591   0.05558    0.6258  0.004569
   155/199     20.4G    0.0304    0.2421  0.002012    0.2745      1161       416    0.6968    0.8253    0.7325    0.2793    0.0539    0.6199   0.00446
   156/199     20.4G   0.03052    0.2413  0.002018    0.2738      1101       416    0.6962    0.8199    0.7246    0.2685   0.05485     0.631  0.004573
   157/199     20.4G   0.03018    0.2401  0.002005    0.2723      1174       416    0.6943    0.8141    0.7184    0.2648    0.0552    0.6316  0.004626
   158/199     20.4G   0.03014    0.2391  0.001965    0.2712      1249       416    0.6946    0.8191    0.7228    0.2714    0.0544      0.63  0.004565
   159/199     20.4G   0.03004    0.2383  0.001956    0.2703      1030       416    0.6951    0.8189    0.7198     0.271   0.05456    0.6287  0.004602
   160/199     20.4G   0.03005    0.2395   0.00203    0.2716      1073       416    0.6917    0.8091    0.7048    0.2581   0.05581    0.6459  0.004756
   161/199     20.4G    0.0299    0.2376  0.001954    0.2695       970       416    0.6963     0.817    0.7188    0.2691   0.05501    0.6362  0.004638
   162/199     20.4G   0.02973    0.2388  0.001965    0.2705      1050       416     0.694    0.8171    0.7178    0.2654   0.05513    0.6352   0.00464
   163/199     20.4G   0.02967    0.2386  0.001966    0.2702       991       416    0.6927    0.8112    0.7059    0.2574   0.05567    0.6453  0.004744
   164/199     20.4G   0.02955    0.2348  0.001931    0.2662       903       416    0.6941    0.8154    0.7144    0.2638   0.05506    0.6346  0.004666
   165/199     20.4G   0.02957    0.2367  0.001959    0.2683       989       416    0.6937    0.8177    0.7207    0.2674   0.05468    0.6314  0.004596
   166/199     20.4G   0.02976    0.2377  0.001935    0.2694      1012       416    0.7025    0.8194    0.7236    0.2691   0.05472    0.6383  0.004677
   167/199     20.4G    0.0295    0.2336  0.001945     0.265      1036       416    0.7034    0.8208    0.7251    0.2685   0.05486    0.6403  0.004664
   168/199     20.4G   0.02944    0.2354  0.001924    0.2668      1093       416    0.6922    0.8045    0.6963    0.2534   0.05615    0.6524  0.004811
   169/199     20.4G   0.02925    0.2347  0.001933    0.2659      1024       416    0.6915    0.8099    0.7024    0.2589   0.05518    0.6405  0.004671
   170/199     20.4G   0.02946    0.2363  0.002001    0.2677      1263       416    0.6946    0.8156    0.7148    0.2639   0.05495      0.64  0.004689
   171/199     20.4G   0.02923     0.234  0.001942    0.2651       970       416     0.698    0.8159    0.7121    0.2602   0.05537    0.6425   0.00474
   172/199     20.4G   0.02907    0.2334  0.001896    0.2644       996       416    0.6934    0.8102    0.7055    0.2594    0.0553    0.6465  0.004734
   173/199     20.4G   0.02912    0.2351  0.001922    0.2661      1079       416    0.6915    0.8107     0.712    0.2617   0.05545    0.6486  0.004761
   174/199     20.4G   0.02927    0.2353  0.001904    0.2664      1124       416    0.6936    0.8149    0.7174    0.2627   0.05539    0.6524  0.004822
   175/199     20.4G   0.02893    0.2316  0.001889    0.2624      1226       416    0.6875    0.8046    0.7006    0.2557   0.05593    0.6583  0.004895
   176/199     20.4G   0.02898    0.2329  0.001907    0.2638       978       416    0.6922    0.8088    0.7075    0.2604   0.05567    0.6574  0.004836
   177/199     20.4G   0.02878    0.2322  0.001906    0.2629      1335       416    0.6919    0.8076    0.7025     0.257    0.0559    0.6601   0.00487
   178/199     20.4G   0.02886    0.2317  0.001898    0.2625      1146       416    0.6923    0.8074    0.7025    0.2544   0.05595    0.6612  0.004886
   179/199     20.4G   0.02873    0.2305   0.00189    0.2611      1026       416    0.6924    0.8073     0.704     0.259   0.05566     0.656  0.004834
   180/199     20.4G   0.02876    0.2347  0.001941    0.2654      1032       416    0.6958    0.8145    0.7143    0.2638   0.05521    0.6499  0.004785
   181/199     20.4G   0.02865    0.2301  0.001915    0.2607      1088       416    0.6971     0.817    0.7175    0.2626   0.05536    0.6544  0.004832
   182/199     20.4G   0.02869     0.229  0.001906    0.2596      1134       416    0.6952    0.8112    0.7071    0.2578   0.05589      0.66   0.00489
   183/199     20.4G   0.02867    0.2311   0.00191    0.2616      1234       416    0.6987     0.813    0.7096    0.2593   0.05592    0.6648  0.004939
   184/199     20.4G   0.02837    0.2281  0.001872    0.2584      1004       416    0.7003     0.818    0.7208    0.2663   0.05525    0.6583  0.004854
   185/199     20.4G    0.0283    0.2277  0.001859    0.2579      1094       416     0.697    0.8112    0.7122    0.2622   0.05569    0.6669   0.00492
   186/199     20.4G    0.0282    0.2264  0.001814    0.2565      1113       416    0.6991    0.8145    0.7157    0.2629   0.05556    0.6644  0.004893
   187/199     20.4G   0.02842    0.2288  0.001875    0.2591      1107       416    0.6959     0.808    0.7025    0.2521   0.05617    0.6664  0.004993
   188/199     20.4G   0.02815    0.2272  0.001825    0.2572       973       416    0.6977    0.8124    0.7113     0.259   0.05571    0.6641  0.004941
   189/199     20.4G    0.0285     0.228   0.00189    0.2584      1084       416    0.6992     0.817    0.7223    0.2691     0.055    0.6519  0.004838
   190/199     20.4G   0.02843    0.2282  0.001884    0.2585      1193       416    0.6983    0.8124     0.712     0.262   0.05553    0.6555  0.004932
   191/199     20.4G   0.02817    0.2257  0.001879    0.2558      1104       416    0.7011    0.8162    0.7181    0.2631   0.05547    0.6553  0.004929
   192/199     20.4G   0.02831    0.2283  0.001892    0.2585      1231       416     0.699    0.8149    0.7166    0.2631   0.05552    0.6627  0.004929
   193/199     20.4G   0.02838    0.2274  0.001884    0.2577       973       416    0.6963    0.8101    0.7093    0.2594   0.05573    0.6617  0.004933
   194/199     20.4G   0.02824    0.2257  0.001881    0.2558      1051       416    0.6963    0.8117    0.7119    0.2616   0.05568    0.6631   0.00492
   195/199     20.4G   0.02807    0.2264  0.001864    0.2563      1172       416    0.6976     0.811    0.7116    0.2607   0.05588    0.6712   0.00498
   196/199     20.4G   0.02799    0.2257   0.00186    0.2555       925       416    0.6982    0.8109    0.7099    0.2591   0.05609    0.6776  0.005007
   197/199     20.4G   0.02806    0.2267  0.001871    0.2566      1156       416    0.6969    0.8106     0.708    0.2575   0.05601     0.672  0.004994
   198/199     20.4G   0.02794    0.2253  0.001852    0.2551      1197       416    0.7007    0.8148    0.7161    0.2611   0.05583    0.6702   0.00496
   199/199     20.4G   0.02785     0.226  0.001849    0.2557      1081       416    0.6989    0.8137    0.7136    0.2611   0.05578    0.6663  0.004939
